,4,138,140,143,145,147,149,151,152,153,185,186,187,189,238,243,246,247,248,249,250,251,253,254,255,256,257,260,262,264,265,266,267,269,271,272,274,276,277,278,279,280,281,283,320,321,322,323,324,325,326,327,328,329,330,331,332,334,335,336,337,338,340,341,342,343,344,345,346,347,349,350,351,352,353,354,355,356,357,359,361,362,363,364,365,366,368,369,370,373,377,379,381,385,388,394,396,398,402,405,406,407,409,411,412,413,414,415,416,417,418,419,420,421,422,439,448,452,512,513,514,515,516,527,536,156,530,208,topik_skripsi
0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,4.166666666666666,0.0,0.0,2.5,2.916666666666666,5.0,3.75,4.583333333333333,0.0,1.875,2.916666666666666,4.166666666666666,4.166666666666666,5.0,1.458333333333333,0.0,1.6666666666666663,3.75,4.166666666666666,5.0,2.083333333333333,2.5,4.166666666666666,5.0,4.583333333333333,3.75,4.583333333333333,5.0,5.0,4.583333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,3.75,0.0,0.0,3.333333333333333,0.0,4.583333333333333,4.166666666666666,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,5.0,0.0,0.0,4.583333333333333,0.0,4.583333333333333,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,4.583333333333333,5.0,0.0,0.0,3
1,0.0,5.0,4.583333333333333,5.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.2916666666666665,5.0,0.0,4.166666666666666,5.0,0.0,2.5,4.166666666666666,5.0,5.0,4.583333333333333,2.5,5.0,4.583333333333333,5.0,4.166666666666666,4.166666666666666,4.583333333333333,5.0,4.166666666666666,5.0,5.0,4.583333333333333,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,4.166666666666666,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,4.583333333333333,0.0,5.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,5.0,5.0,4.166666666666666,0.0,5
2,0.0,5.0,4.583333333333333,3.75,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,2.916666666666666,0.0,4.166666666666666,4.166666666666666,5.0,4.583333333333333,2.5,2.916666666666666,5.0,5.0,3.541666666666666,3.333333333333333,4.791666666666666,3.333333333333333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.75,5.0,0.8333333333333333,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,4.166666666666666,4.583333333333333,4.583333333333333,0.0,0.0,4.166666666666666,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5
3,0.0,4.583333333333333,4.166666666666666,3.75,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.083333333333333,3.75,0.0,5.0,4.583333333333333,0.0,1.6666666666666663,3.75,4.583333333333333,5.0,4.166666666666666,2.5,2.916666666666666,4.791666666666666,3.75,2.916666666666666,3.75,4.166666666666666,5.0,4.166666666666666,4.166666666666666,4.583333333333333,2.5,5.0,5.0,4.166666666666666,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,3.333333333333333,0.0,2.916666666666666,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.75,5.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.75,4.166666666666666,4.166666666666666,0.0,5
4,0.0,4.583333333333333,4.166666666666666,4.166666666666666,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.083333333333333,3.333333333333333,0.0,1.875,5.0,0.0,1.458333333333333,1.6666666666666663,2.5,5.0,5.0,1.0416666666666663,4.166666666666666,1.458333333333333,2.5,4.166666666666666,4.583333333333333,1.25,1.25,3.75,4.166666666666666,5.0,4.166666666666666,5.0,5.0,5.0,5.0,5.0,0.0,3.333333333333333,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.583333333333333,0.8333333333333333,0.0,0.0,3.333333333333333,0.0,2.916666666666666,0.0,3.75,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.916666666666666,4.166666666666666,0.0,3.75,3.75,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,5.0,0.0,0.0,2
5,0.0,5.0,3.333333333333333,4.583333333333333,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,5.0,0.0,0.0,3.75,1.6666666666666663,2.291666666666666,0.0,1.6666666666666663,3.75,0.0,2.083333333333333,2.916666666666666,3.333333333333333,2.5,2.916666666666666,3.125,1.6666666666666663,2.395833333333333,3.333333333333333,3.75,2.083333333333333,2.916666666666666,2.604166666666666,3.333333333333333,2.708333333333333,4.166666666666666,5.0,3.333333333333333,4.583333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,2.291666666666666,5.0,4.583333333333333,0.0,0.0,3
6,0.0,5.0,4.583333333333333,4.583333333333333,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,3.75,0.0,0.0,1.875,2.5,5.0,2.5,5.0,0.0,1.25,2.916666666666666,2.5,2.5,4.583333333333333,1.25,3.333333333333333,1.6666666666666663,3.75,5.0,3.333333333333333,2.2916666666666665,1.458333333333333,4.166666666666666,4.166666666666666,4.166666666666666,4.166666666666666,3.75,5.0,4.583333333333333,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,3.333333333333333,0.0,0.0,0.0,0.0,3.333333333333333,2.916666666666666,2.5,3.75,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,5.0,3.333333333333333,0.0,6
7,0.0,5.0,4.583333333333333,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,5.0,2.916666666666666,4.583333333333333,0.0,1.458333333333333,3.333333333333333,2.916666666666666,3.333333333333333,4.166666666666666,0.9374999999999998,0.0,2.083333333333333,2.083333333333333,5.0,4.166666666666666,1.25,2.8125,4.166666666666666,3.75,5.0,4.166666666666666,4.583333333333333,4.166666666666666,5.0,5.0,4.583333333333333,0.0,0.0,0.0,0.0,5.0,4.583333333333333,0.0,4.583333333333333,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,4.583333333333333,3.333333333333333,4.583333333333333,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,5.0,5.0,2.916666666666666,0.0,5
8,0.0,4.583333333333333,4.166666666666666,3.333333333333333,0.0,2.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.5,2.2916666666666665,1.9791666666666663,5.0,2.5,3.75,0.0,1.1458333333333333,2.5,2.5,2.916666666666666,3.75,1.458333333333333,3.333333333333333,2.291666666666666,2.5,4.583333333333333,4.166666666666666,1.25,4.166666666666666,3.333333333333333,3.75,3.333333333333333,4.166666666666666,5.0,4.583333333333333,4.166666666666666,4.166666666666666,4.583333333333333,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,2.5,2.916666666666666,0.0,0.0,0.0,0.0,0.0,2.5,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,3.75,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,4.166666666666666,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916666666666666,5.0,4.583333333333333,0.0,0.0,9
9,0.0,4.166666666666666,4.166666666666666,5.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.291666666666666,5.0,1.875,5.0,0.0,1.458333333333333,3.333333333333333,4.166666666666666,2.5,3.75,1.25,0.0,1.6666666666666663,2.916666666666666,4.166666666666666,3.333333333333333,1.25,1.6666666666666663,4.583333333333333,2.916666666666666,5.0,3.333333333333333,2.916666666666666,5.0,5.0,5.0,5.0,0.0,0.0,4.583333333333333,0.0,0.0,3.75,0.0,4.583333333333333,0.0,0.0,0.0,3.75,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,5.0,4.166666666666666,0.0,0.0,2.5,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,3.333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,5.0,4.583333333333333,5.0,0.0,5
10,0.0,5.0,3.333333333333333,4.166666666666666,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.6666666666666663,3.333333333333333,0.0,3.333333333333333,4.166666666666666,0.0,1.25,5.0,4.166666666666666,5.0,4.166666666666666,1.25,2.916666666666666,3.75,4.166666666666666,2.916666666666666,3.75,2.5,3.75,2.916666666666666,4.166666666666666,4.166666666666666,3.333333333333333,4.166666666666666,4.583333333333333,4.583333333333333,4.583333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,3.75,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,0.0,0.0,4.583333333333333,4.166666666666666,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,5.0,0.0,2.5,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,2.2916666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,5.0,4.583333333333333,0.8333333333333333,0.0,5
11,0.0,5.0,4.583333333333333,4.166666666666666,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.083333333333333,3.75,5.0,4.166666666666666,5.0,0.0,2.2916666666666665,4.166666666666666,4.166666666666666,3.75,5.0,1.875,0.0,2.083333333333333,3.75,5.0,5.0,1.6666666666666663,2.2916666666666665,5.0,5.0,5.0,5.0,4.166666666666666,5.0,2.2916666666666665,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.6666666666666663,4.166666666666666,0.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.75,0.0,0.0,5.0,0.0,5.0,0.0,0.0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.583333333333333,5.0,5.0,5.0,0.0,2
12,0.0,4.583333333333333,4.166666666666666,4.166666666666666,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,5.0,5.0,0.0,2.5,5.0,5.0,5.0,5.0,2.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.916666666666666,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,4.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,4.166666666666666,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.166666666666666,5.0,0.0,0.0,5
